,Date,All_pairs_count,Internal_pairs_count,Pairs_ratio,All_src_add_count,All_dst_add_count,All_src_ports_count,All_dst_ports_count,Ports_ratio,All_packets_sum,Internal_packets_sum,All_packets_count,All_small_packet_count,Internal_packets_count,ARP_count,Internal_TCP_count,SSH_count,HTTP_5xx_count,HTTP_4xx_count,Other_HTTP_count,Dst_src_address_ratio,Packet_count_ratio,Packet_sum_ratio,Small_packet_ratio,ARP_packet_ratio,TCP_packet_ratio,SSH_packet_ratio,All_packets_mean,Internal_packets_mean,Avg_packet_count_per_src_add,Avg_packet_count_per_dst_add,Avg_packet_count_per_src_port,Avg_packet_count_per_dst_port,Avg_packet_count_per_pair,Top_5_protocols,Top_5_internal_protocols,class
111,2022-04-27 14:03,91,9,0.098901099,40,32,45,33,0.733333333,4251030,7898,4337,878,99,41,,,,,,0.8,0.022826839,0.001857903,0.202444086,0.009453539,,,980.1775421,79.77777778,11,49.5,29,29,11,"['TCP','TLS','NBNS','MDNS','ARP']","['NBNS','ARP','UDP']",regular_traffic
112,2022-04-27 14:04,81,8,0.098765432,37,30,41,33,0.804878049,5567063,5336,5521,1070,63,17,,,,,,0.810810811,0.011410976,0.000958495,0.19380547,0.003079152,,,1008.343235,84.6984127,7.875,31.5,23,23,7.875,"['TCP','TLS','NBNS','MDNS','ARP']","['NBNS','ARP','UDP']",regular_traffic
113,2022-04-27 14:04,72,6,0.083333333,33,29,34,29,0.852941176,3524088,3780,3521,656,48,21,,,,,,0.878787879,0.013632491,0.001072618,0.186310707,0.005964215,,,1000.877024,78.75,8,24,13.5,13.5,8,"['TCP','TLS','NBNS','ARP','STP']","['NBNS','ARP','UDP']",regular_traffic
114,2022-04-27 14:05,54,7,0.12962963,26,21,28,21,0.75,4733429,3250,4675,882,43,24,,,,,,0.807692308,0.009197861,0.000686606,0.188663102,0.00513369,,,1012.498182,75.58139535,6.142857143,21.5,9.5,9.5,6.142857143,"['TCP','TLS','ARP','MDNS','NBNS']","['ARP','NBNS','UDP']",regular_traffic
115,2022-04-27 14:05,75,6,0.08,34,30,38,34,0.894736842,4903726,1230,4778,837,20,19,,,,,,0.882352941,0.004185852,0.00025083,0.175177899,0.003976559,,,1026.31352,61.5,3.333333333,10,1,1,3.333333333,"['TCP','TLS','ARP','STP','DNS']","['ARP','UDP']",regular_traffic
116,2022-04-27 14:06,93,5,0.053763441,35,31,55,52,0.945454545,19416557,902,16164,3159,15,14,,,,,,0.885714286,0.000927988,4.65E-05,0.195434298,0.000866122,,,1201.222284,60.13333333,3,7.5,1,1,3,"['TCP','TLS','QUIC','DNS','STP']","['ARP','UDP']",regular_traffic
117,2022-04-27 14:06,82,6,0.073170732,35,30,36,34,0.944444444,5091136,1230,4938,880,20,19,,,,,,0.857142857,0.004050223,0.000241596,0.178209802,0.003847712,,,1031.011746,61.5,3.333333333,10,1,1,3.333333333,"['TCP','TLS','ARP','STP','MDNS']","['ARP','UDP']",regular_traffic
118,2022-04-27 14:07,107,6,0.056074766,40,35,62,60,0.967741935,6155673,3408,7145,1758,53,49,,,,,,0.875,0.007417775,0.000553636,0.246046186,0.006857943,,,861.5357593,64.30188679,8.833333333,26.5,2,2,8.833333333,"['TCP','TLS','QUIC','ARP','DNS']","['ARP','NBNS','UDP']",regular_traffic
119,2022-04-27 14:07,108,6,0.055555556,40,34,57,54,0.947368421,13197823,1416,13348,2221,23,22,,,,,,0.85,0.001723105,0.00010729,0.166391969,0.001648187,,,988.749101,61.56521739,3.833333333,11.5,1,1,3.833333333,"['QUIC','TCP','TLS','DNS','ARP']","['ARP','UDP']",regular_traffic
120,2022-04-27 14:08,107,7,0.065420561,42,33,62,59,0.951612903,5440578,1460,5841,1110,24,23,,,,,,0.785714286,0.004108885,0.000268354,0.190035953,0.003937682,,,931.4463277,60.83333333,3.428571429,12,1,1,3.428571429,"['TCP','QUIC','TLS','DNS','ARP']","['ARP','UDP']",regular_traffic
121,2022-04-27 14:08,92,11,0.119565217,41,32,40,37,0.925,4970579,3248,4963,919,46,34,,,,,,0.780487805,0.009268588,0.000653445,0.18517026,0.006850695,,,1001.527101,70.60869565,4.181818182,15.33333333,6,6,4.181818182,"['TCP','TLS','ARP','DNS','STP']","['ARP','NBNS','UDP']",regular_traffic
122,2022-04-27 14:09,58,7,0.120689655,28,23,26,24,0.923076923,4819216,2074,4651,810,30,22,,,,,,0.821428571,0.006450226,0.00043036,0.174156095,0.004730166,,,1036.167706,69.13333333,4.285714286,15,4,4,4.285714286,"['TCP','TLS','ARP','STP','NBNS']","['ARP','NBNS','UDP']",regular_traffic
123,2022-04-27 14:09,82,5,0.06097561,35,30,35,33,0.942857143,3982002,1230,4050,770,20,19,,,,,,0.857142857,0.004938272,0.00030889,0.190123457,0.004691358,,,983.2103704,61.5,4,10,1,1,4,"['TCP','TLS','ARP','STP','DNS']","['ARP','UDP']",regular_traffic
124,2022-04-27 14:10,64,5,0.078125,27,25,27,24,0.888888889,4462388,1390,4367,783,22,21,,,,,,0.925925926,0.005037783,0.000311492,0.17929929,0.004808793,,,1021.842913,63.18181818,4.4,11,1,1,4.4,"['TCP','TLS','ARP','STP','UDP']","['ARP','UDP']",regular_traffic
125,2022-04-27 14:10,64,7,0.109375,30,23,29,26,0.896551724,4594431,2652,4524,822,30,25,,,,,,0.766666667,0.0066313,0.000577221,0.181697613,0.005526083,,,1015.568302,88.4,4.285714286,15,2.5,2.5,4.285714286,"['TCP','TLS','ARP','STP','BROWSER']","['ARP','BROWSER','UDP']",regular_traffic
126,2022-04-27 14:11,73,6,0.082191781,33,28,31,29,0.935483871,4769779,1496,4671,843,24,23,,,,,,0.848484848,0.005138086,0.000313641,0.180475273,0.004923999,,,1021.147292,62.33333333,4,12,1,1,4,"['TCP','TLS','ARP','STP','MDNS']","['ARP','UDP']",regular_traffic
127,2022-04-27 14:11,79,6,0.075949367,37,31,48,46,0.958333333,4694998,1150,4602,832,19,18,,,,,,0.837837838,0.00412864,0.000244942,0.18079096,0.003911343,,,1020.20817,60.52631579,3.166666667,9.5,1,1,3.166666667,"['TCP','TLS','DNS','ARP','STP']","['ARP','UDP']",regular_traffic
128,2022-04-27 14:12,85,5,0.058823529,34,29,31,29,0.935483871,4527282,858,4601,900,14,13,,,,,,0.852941176,0.003042817,0.000189518,0.19560965,0.002825473,,,983.9778309,61.28571429,2.8,7,1,1,2.8,"['TCP','TLS','STP','ARP','UDP']","['ARP','UDP']",regular_traffic
129,2022-04-27 14:12,77,6,0.077922078,33,29,37,34,0.918918919,4960101,3090,5011,998,50,49,,,,,,0.878787879,0.009978048,0.000622971,0.199161844,0.009778487,,,989.8425464,61.8,8.333333333,25,1,1,8.333333333,"['TCP','TLS','ARP','STP','UDP']","['ARP','UDP']",regular_traffic
130,2022-04-27 14:13,85,8,0.094117647,35,28,51,48,0.941176471,4698212,2364,4792,873,31,28,,,,,,0.8,0.006469115,0.00050317,0.182178631,0.005843072,,,980.4282137,76.25806452,3.875,15.5,1.5,1.5,3.875,"['TCP','TLS','DNS','ARP','STP']","['ARP','BROWSER','UDP']",regular_traffic
131,2022-04-27 14:13,83,10,0.120481928,41,33,36,34,0.944444444,4822483,2636,4720,836,39,32,,,,,,0.804878049,0.008262712,0.000546606,0.177118644,0.006779661,,,1021.7125,67.58974359,3.9,13,3.5,3.5,3.9,"['TCP','TLS','ARP','STP','DNS']","['ARP','NBNS','UDP']",regular_traffic
132,2022-04-27 14:14,67,5,0.074626866,28,24,32,30,0.9375,5206772,1336,5166,954,22,21,,,,,,0.857142857,0.004258614,0.000256589,0.18466899,0.004065041,,,1007.892373,60.72727273,4.4,11,1,1,4.4,"['TCP','TLS','ARP','STP','DNS']","['ARP','UDP']",regular_traffic
133,2022-04-27 14:14,73,6,0.082191781,34,30,35,31,0.885714286,4920723,1522,4917,922,25,24,,,,,,0.882352941,0.005084401,0.000309304,0.187512711,0.004881025,,,1000.757169,60.88,4.166666667,12.5,1,1,4.166666667,"['TCP','TLS','ARP','STP','GQUIC']","['ARP','UDP']",regular_traffic
134,2022-04-27 14:15,58,5,0.086206897,26,22,23,21,0.913043478,4359266,858,4252,751,14,13,,,,,,0.846153846,0.003292568,0.000196822,0.176622766,0.003057385,,,1025.227187,61.28571429,2.8,7,1,1,2.8,"['TCP','TLS','STP','ARP','SCTP']","['ARP','UDP']",regular_traffic
135,2022-04-27 14:15,87,5,0.057471264,36,31,38,36,0.947368421,3726790,592,3799,727,10,9,,,,,,0.861111111,0.002632272,0.00015885,0.191366149,0.002369044,,,980.9923664,59.2,2,5,1,1,2,"['TCP','TLS','STP','DNS','ARP']","['ARP','UDP']",regular_traffic
136,2022-04-27 14:16,73,5,0.068493151,33,28,34,32,0.941176471,4276282,362,4285,788,6,5,,,,,,0.848484848,0.001400233,8.47E-05,0.183897316,0.001166861,,,997.9654609,60.33333333,1.2,3,1,1,1.2,"['TCP','TLS','STP','DNS','MDNS']",,regular_traffic
137,2022-04-29 16:33,56,8,0.142857143,26,21,21,19,0.904761905,1999529,2415,1896,266,26,17,,,,,,0.807692308,0.01371308,0.001207784,0.140295359,0.008966245,,,1054.603903,92.88461538,3.25,8.666666667,4.5,4.5,3.25,"['UDP','GQUIC','ARP','STP','TCP']","['ARP','NBNS','BROWSER']",regular_traffic
138,2022-04-29 16:33,69,5,0.072463768,31,24,28,26,0.928571429,2266205,1514,2606,482,25,25,,,,,,0.774193548,0.009593246,0.000668077,0.18495779,0.009593246,,,869.6105142,60.56,5,25,,,5,"['UDP','QUIC','GQUIC','ARP','STP']",['ARP'],regular_traffic
139,2022-04-29 16:34,68,3,0.044117647,30,27,36,34,0.944444444,2014248,930,2054,321,15,15,,,,,,0.9,0.007302824,0.000461711,0.156280428,0.007302824,,,980.6465433,62,5,15,,,5,"['UDP','QUIC','GQUIC','TCP','DNS']",['ARP'],regular_traffic
140,2022-04-29 16:34,74,5,0.067567568,31,26,29,25,0.862068966,2000251,1284,1985,325,21,21,,,,,,0.838709677,0.010579345,0.000641919,0.16372796,0.010579345,,,1007.683123,61.14285714,4.2,21,,,4.2,"['UDP','GQUIC','TCP','ARP','STP']",['ARP'],regular_traffic
141,2022-04-27 14:17,120,7,0.058333333,49,41,57,54,0.947368421,3661598,1372,5047,1468,22,21,,,,,,0.836734694,0.004359025,0.0003747,0.290865861,0.004160888,,,725.4999009,62.36363636,3.142857143,11,1,1,3.142857143,"['TCP','TLS','DNS','ARP','STP']","['ARP','UDP']",regular_traffic
142,2022-04-27 14:18,87,6,0.068965517,35,30,56,50,0.892857143,3073530,2036,2897,577,33,28,,,,,,0.857142857,0.011391094,0.00066243,0.199171557,0.009665171,,,1060.93545,61.6969697,5.5,16.5,2.5,1.666666667,5.5,"['TCP','TLS','DNS','ARP','STP']","['ARP','BJNP','UDP']",regular_traffic
143,2022-04-27 14:18,83,10,0.120481928,40,31,36,33,0.916666667,3000879,4014,2677,559,61,54,,,,,,0.775,0.022786702,0.001337608,0.208815839,0.020171834,,,1120.985805,65.80327869,6.1,20.33333333,3.5,3.5,6.1,"['TCP','TLS','ARP','MDNS','STP']","['ARP','NBNS','UDP']",regular_traffic
144,2022-04-27 14:19,86,6,0.069767442,38,29,31,29,0.935483871,2964501,1128,2646,537,18,17,,,,,,0.763157895,0.006802721,0.000380502,0.202947846,0.006424792,,,1120.370748,62.66666667,3,9,1,1,3,"['TCP','TLS','ARP','STP','MDNS']","['ARP','UDP']",regular_traffic
145,2022-04-27 14:19,70,5,0.071428571,33,27,32,27,0.84375,2930080,1204,2604,555,19,18,,,,,,0.818181818,0.007296467,0.00041091,0.213133641,0.006912442,,,1125.222734,63.36842105,3.8,9.5,1,1,3.8,"['TCP','TLS','ARP','STP','MDNS']","['ARP','UDP']",regular_traffic
146,2022-04-27 14:20,63,6,0.095238095,31,26,30,27,0.9,2954634,1682,2727,536,27,26,,,,,,0.838709677,0.00990099,0.000569275,0.196552989,0.009534287,,,1083.474147,62.2962963,4.5,13.5,1,1,4.5,"['TCP','TLS','ARP','STP','UDP']","['ARP','UDP']",regular_traffic
147,2022-04-27 14:20,61,3,0.049180328,29,26,33,29,0.878787879,2940822,1018,2733,512,16,15,,,,,,0.896551724,0.005854372,0.000346162,0.18733992,0.005488474,,,1076.041712,63.625,5.333333333,8,1,1,5.333333333,"['TCP','TLS','ARP','STP','DNS']","['ARP','UDP']",regular_traffic
148,2022-04-27 14:21,80,4,0.05,31,29,38,36,0.947368421,2585985,770,2683,559,12,11,,,,,,0.935483871,0.004472605,0.000297759,0.208348863,0.004099888,,,963.8408498,64.16666667,3,6,1,1,3,"['TCP','TLS','QUIC','DNS','STP']","['ARP','UDP']",regular_traffic
149,2022-04-27 14:21,84,6,0.071428571,36,30,34,32,0.941176471,2977783,1434,2800,529,23,22,,,,,,0.833333333,0.008214286,0.000481566,0.188928571,0.007857143,,,1063.493929,62.34782609,3.833333333,11.5,1,1,3.833333333,"['TCP','TLS','ARP','STP','MDNS']","['ARP','UDP']",regular_traffic
150,2022-04-27 14:22,59,6,0.101694915,28,23,25,22,0.88,2983463,1292,2787,517,21,20,,,,,,0.821428571,0.007534984,0.000433054,0.185504126,0.007176175,,,1070.492644,61.52380952,3.5,10.5,1,1,3.5,"['TCP','TLS','ARP','STP','MDNS']","['ARP','UDP']",regular_traffic
151,2022-04-27 14:22,81,7,0.086419753,34,29,35,32,0.914285714,3010570,2466,3063,609,27,22,,,,,,0.852941176,0.008814887,0.000819114,0.198824682,0.007182501,,,982.8827946,91.33333333,3.857142857,13.5,2.5,2.5,3.857142857,"['TCP','TLS','ARP','STP','UDP']","['ARP','BROWSER','UDP']",regular_traffic
152,2022-04-27 14:23,67,7,0.104477612,32,26,43,40,0.930232558,2965382,1566,3033,551,26,25,,,,,,0.8125,0.008572371,0.000528094,0.181668315,0.008242664,,,977.7059017,60.23076923,3.714285714,13,1,1,3.714285714,"['TCP','TLS','DNS','ARP','STP']","['ARP','UDP']",regular_traffic
153,2022-04-27 14:23,104,10,0.096153846,43,36,53,48,0.905660377,3459991,2488,4428,1118,37,30,,,,,,0.837209302,0.008355917,0.000719077,0.252484192,0.006775068,,,781.3891147,67.24324324,3.7,12.33333333,3.5,3.5,3.7,"['TCP','TLS','DNS','ARP','STP']","['ARP','NBNS','UDP']",regular_traffic
154,2022-04-27 14:24,68,7,0.102941176,31,25,27,25,0.925925926,2949816,2388,2983,571,31,28,,,,,,0.806451613,0.010392223,0.000809542,0.191418036,0.009386524,,,988.8756286,77.03225806,4.428571429,15.5,1.5,1.5,4.428571429,"['TCP','TLS','ARP','STP','SCTP']","['ARP','BROWSER','UDP']",regular_traffic
155,2022-04-27 14:24,76,5,0.065789474,31,29,32,30,0.9375,3266583,1974,3304,623,32,31,,,,,,0.935483871,0.00968523,0.000604301,0.188559322,0.009382567,,,988.6752421,61.6875,6.4,16,1,1,6.4,"['TCP','TLS','ARP','STP','MDNS']","['ARP','UDP']",regular_traffic
156,2022-04-27 14:25,90,6,0.066666667,35,30,38,36,0.947368421,3791898,1310,3819,701,21,20,,,,,,0.857142857,0.005498822,0.000345473,0.183555905,0.005236973,,,992.9033778,62.38095238,3.5,10.5,1,1,3.5,"['TCP','TLS','ARP','STP','DNS']","['ARP','UDP']",regular_traffic
157,2022-04-27 14:25,71,6,0.084507042,36,28,28,26,0.928571429,3622230,1106,3476,587,18,17,,,,,,0.777777778,0.005178366,0.000305337,0.168872267,0.004890679,,,1042.06847,61.44444444,3,9,1,1,3,"['TCP','TLS','MDNS','ARP','STP']","['ARP','UDP']",regular_traffic
158,2022-04-27 14:26,73,6,0.082191781,31,25,33,31,0.939393939,3589267,1894,3602,668,31,30,,,,,,0.806451613,0.00860633,0.000527684,0.185452526,0.008328706,,,996.4650194,61.09677419,5.166666667,15.5,1,1,5.166666667,"['TCP','TLS','ARP','STP','DNS']","['ARP','UDP']",regular_traffic
159,2022-04-27 14:26,77,6,0.077922078,38,30,38,36,0.947368421,2906300,1496,2952,539,24,23,,,,,,0.789473684,0.008130081,0.000514744,0.182588076,0.007791328,,,984.5189702,62.33333333,4,12,1,1,4,"['TCP','TLS','DNS','ARP','STP']","['ARP','UDP']",regular_traffic
160,2022-04-27 14:27,71,5,0.070422535,31,25,29,27,0.931034483,4351105,858,4315,799,14,13,,,,,,0.806451613,0.003244496,0.000197191,0.185168019,0.003012746,,,1008.367323,61.28571429,2.8,7,1,1,2.8,"['TCP','TLS','STP','ARP','MDNS']","['ARP','UDP']",regular_traffic
161,2022-04-27 14:27,98,6,0.06122449,43,34,45,43,0.955555556,5136441,1328,5552,1213,21,20,,,,,,0.790697674,0.003782421,0.000258545,0.218479827,0.003602305,,,925.1514769,63.23809524,3.5,10.5,1,1,3.5,"['TCP','TLS','ARP','DNS','STP']","['ARP','UDP']",regular_traffic
162,2022-04-27 14:28,75,7,0.093333333,36,30,46,44,0.956521739,4952093,1854,5005,916,30,29,,,,,,0.833333333,0.005994006,0.000374387,0.183016983,0.005794206,,,989.4291708,61.8,4.285714286,15,1,1,4.285714286,"['TCP','TLS','QUIC','DNS','ARP']","['ARP','UDP']",regular_traffic
163,2022-04-27 14:28,83,9,0.108433735,38,31,39,37,0.948717949,5114928,2134,5142,969,31,24,,,,,,0.815789474,0.006028783,0.00041721,0.188448075,0.004667445,,,994.7351225,68.83870968,3.444444444,10.33333333,3.5,3.5,3.444444444,"['TCP','TLS','ARP','STP','DNS']","['ARP','NBNS','UDP']",regular_traffic
164,2022-04-27 14:29,58,6,0.103448276,28,24,23,21,0.913043478,5199886,1520,5062,919,24,23,,,,,,0.857142857,0.004741209,0.000292314,0.181548795,0.004543659,,,1027.239431,63.33333333,4,12,1,1,4,"['TCP','TLS','ARP','STP','UDP']","['ARP','UDP']",regular_traffic
165,2022-04-27 14:29,62,6,0.096774194,30,24,26,24,0.923076923,4135147,1496,4073,760,24,23,,,,,,0.8,0.005892463,0.000361777,0.186594648,0.005646943,,,1015.258286,62.33333333,4,12,1,1,4,"['TCP','TLS','ARP','STP','SCTP']","['ARP','UDP']",regular_traffic
166,2022-04-27 14:30,62,5,0.080645161,29,25,30,28,0.933333333,4809464,1044,4781,889,17,16,,,,,,0.862068966,0.003555741,0.000217072,0.185944363,0.00334658,,,1005.953566,61.41176471,3.4,8.5,1,1,3.4,"['TCP','TLS','ARP','STP','MDNS']","['ARP','UDP']",regular_traffic
167,2022-04-27 14:30,61,4,0.06557377,26,24,27,25,0.925925926,4531152,1390,4383,780,22,21,,,,,,0.923076923,0.005019393,0.000306765,0.177960301,0.004791239,,,1033.801506,63.18181818,5.5,11,1,1,5.5,"['TCP','TLS','ARP','STP','DNS']","['ARP','UDP']",regular_traffic
168,2022-04-27 14:31,86,5,0.058139535,36,34,54,52,0.962962963,4618221,2320,4742,945,37,36,,,,,,0.944444444,0.007802615,0.000502358,0.199283003,0.007591733,,,973.8973007,62.7027027,7.4,18.5,1,1,7.4,"['TCP','TLS','DNS','ARP','STP']","['ARP','UDP']",regular_traffic
169,2022-04-27 14:31,68,5,0.073529412,30,26,31,29,0.935483871,4607846,1230,4504,797,20,19,,,,,,0.866666667,0.004440497,0.000266936,0.176953819,0.004218472,,,1023.056394,61.5,4,10,1,1,4,"['TCP','TLS','ARP','STP','DNS']","['ARP','UDP']",regular_traffic
170,2022-04-27 14:32,62,3,0.048387097,28,26,27,25,0.925925926,4826514,1266,4725,868,20,19,,,,,,0.928571429,0.004232804,0.000262301,0.183703704,0.004021164,,,1021.484444,63.3,6.666666667,10,1,1,6.666666667,"['TCP','TLS','ARP','STP','UDP']","['ARP','UDP']",regular_traffic
171,2022-04-27 14:32,75,5,0.066666667,31,27,38,35,0.921052632,4705849,832,4757,894,13,12,,,,,,0.870967742,0.002732815,0.000176801,0.187933572,0.002522598,,,989.2472146,64,2.6,6.5,1,1,2.6,"['TCP','TLS','DNS','STP','ARP']","['ARP','UDP']",regular_traffic
172,2022-04-27 14:35,63,6,0.095238095,29,25,25,23,0.92,4708137,1310,4581,821,21,20,,,,,,0.862068966,0.004584152,0.000278242,0.179218511,0.004365859,,,1027.753111,62.38095238,3.5,10.5,1,1,3.5,"['TCP','TLS','ARP','STP','UDP']","['ARP','UDP']",regular_traffic
173,2022-04-27 14:36,64,2,0.03125,25,24,36,34,0.944444444,4472692,832,4402,772,13,12,,,,,,0.96,0.002953203,0.000186018,0.17537483,0.002726034,,,1016.059064,64,6.5,6.5,1,1,6.5,"['TCP','TLS','STP','DNS','ARP']","['ARP','UDP']",regular_traffic
174,2022-04-27 14:36,67,7,0.104477612,32,27,29,26,0.896551724,4586214,2072,4316,672,26,23,,,,,,0.84375,0.006024096,0.000451789,0.155699722,0.005329008,,,1062.607507,79.69230769,3.714285714,13,1.5,1.5,3.714285714,"['TCP','TLS','ARP','STP','MDNS']","['ARP','BROWSER','UDP']",regular_traffic
175,2022-04-27 14:37,56,6,0.107142857,27,22,24,22,0.916666667,5005422,1602,4650,712,26,25,,,,,,0.814814815,0.005591398,0.000320053,0.15311828,0.005376344,,,1076.434839,61.61538462,4.333333333,13,1,1,4.333333333,"['TCP','TLS','ARP','STP','UDP']","['ARP','UDP']",regular_traffic
176,2022-04-27 14:37,77,6,0.077922078,35,29,36,34,0.944444444,4893434,2984,4979,960,48,47,,,,,,0.828571429,0.00964049,0.000609797,0.192809801,0.009439647,,,982.8146214,62.16666667,8,24,1,1,8,"['TCP','TLS','ARP','STP','DNS']","['ARP','UDP']",regular_traffic
177,2022-04-27 14:38,68,6,0.088235294,30,26,43,40,0.930232558,4668784,858,4713,881,14,13,,,,,,0.866666667,0.002970507,0.000183774,0.186929769,0.002758328,,,990.6182898,61.28571429,2.333333333,7,1,1,2.333333333,"['TCP','TLS','DNS','STP','MDNS']","['ARP','UDP']",regular_traffic
178,2022-04-27 14:38,74,6,0.081081081,33,27,36,34,0.944444444,4390731,1372,4295,726,22,21,,,,,,0.818181818,0.005122235,0.000312476,0.16903376,0.004889406,,,1022.288941,62.36363636,3.666666667,11,1,1,3.666666667,"['TCP','TLS','ARP','DNS','STP']","['ARP','UDP']",regular_traffic
179,2022-04-27 14:39,64,9,0.140625,30,25,25,23,0.92,5256014,2240,5048,880,33,26,,,,,,0.833333333,0.006537242,0.000426178,0.174326466,0.005150555,,,1041.207211,67.87878788,3.666666667,11,3.5,3.5,3.666666667,"['TCP','TLS','ARP','STP','NBNS']","['ARP','NBNS','UDP']",regular_traffic
180,2022-04-27 14:39,60,6,0.1,27,22,24,22,0.916666667,4883785,1520,4725,836,24,23,,,,,,0.814814815,0.005079365,0.000311234,0.176931217,0.004867725,,,1033.605291,63.33333333,4,12,1,1,4,"['TCP','TLS','ARP','STP','SCTP']","['ARP','UDP']",regular_traffic
181,2022-04-27 14:40,88,6,0.068181818,36,31,40,38,0.95,4879814,1708,5096,893,28,27,,,,,,0.861111111,0.005494505,0.000350013,0.175235479,0.005298273,,,957.5773155,61,4.666666667,14,1,1,4.666666667,"['TCP','QUIC','TLS','ARP','DNS']","['ARP','UDP']",regular_traffic
182,2022-04-27 14:40,72,6,0.083333333,33,26,28,26,0.928571429,4979706,1602,4960,864,26,25,,,,,,0.787878788,0.005241935,0.000321706,0.174193548,0.005040323,,,1003.972984,61.61538462,4.333333333,13,1,1,4.333333333,"['TCP','TLS','ARP','STP','MDNS']",,regular_traffic
183,2022-04-29 15:42,133,8,0.060150376,47,45,78,79,1.012820513,5062728,2214,5139,896,33,27,,,,,,0.957446809,0.006421483,0.000437314,0.174352987,0.00525394,,,985.158202,67.09090909,4.125,11,6,6,4.125,"['UDP','TCP','GQUIC','TLS','ARP']","['ARP','NBNS']",regular_traffic
184,2022-04-29 15:43,92,5,0.054347826,33,27,31,32,1.032258065,4981704,1532,4381,501,25,25,,,,,,0.818181818,0.00570646,0.000307525,0.114357453,0.00570646,,,1137.115727,61.28,5,25,,,5,"['UDP','GQUIC','TCP','ARP','TLS']",['ARP'],regular_traffic
185,2022-04-29 15:43,130,6,0.046153846,47,42,50,47,0.94,5259781,2462,4661,578,33,31,,,,,,0.893617021,0.007080026,0.00046808,0.124007724,0.006650933,,,1128.466209,74.60606061,5.5,16.5,2,2,5.5,"['UDP','TCP','GQUIC','TLS','ARP']","['ARP','BROWSER']",regular_traffic
186,2022-04-29 15:44,82,4,0.048780488,37,30,34,30,0.882352941,4218830,1142,3700,413,19,19,,,,,,0.810810811,0.005135135,0.000270691,0.111621622,0.005135135,,,1140.224324,60.10526316,4.75,19,,,4.75,"['UDP','GQUIC','TCP','TLS','ARP']",['ARP'],regular_traffic
187,2022-04-29 15:44,83,5,0.060240964,34,29,31,28,0.903225806,5545632,1390,4955,587,23,23,,,,,,0.852941176,0.004641776,0.000250648,0.118466196,0.004641776,,,1119.199193,60.43478261,4.6,23,,,4.6,"['UDP','TCP','GQUIC','TLS','IP']",['ARP'],regular_traffic
188,2022-04-29 15:45,91,5,0.054945055,36,34,40,35,0.875,5078013,1408,4693,636,23,23,,,,,,0.944444444,0.004900916,0.000277274,0.135520989,0.004900916,,,1082.039847,61.2173913,4.6,23,,,4.6,"['UDP','TCP','GQUIC','TLS','IP']",['ARP'],regular_traffic
189,2022-04-29 15:45,85,7,0.082352941,36,35,49,34,0.693877551,5747321,6639,5215,755,84,44,,,,,,0.972222222,0.016107383,0.001155147,0.144774688,0.0084372,,,1102.074976,79.03571429,12,42,20,20,12,"['UDP','GQUIC','TCP','MDNS','ARP']","['ARP','NBNS','BROWSER']",regular_traffic
190,2022-04-29 15:46,72,6,0.083333333,33,29,44,41,0.931818182,4644998,1662,4051,442,24,18,,,,,,0.878787879,0.005924463,0.000357804,0.109108862,0.004443347,,,1146.629968,69.25,4,12,6,6,4,"['UDP','GQUIC','DNS','TCP','ARP']","['ARP','NBNS']",regular_traffic
191,2022-04-29 15:46,71,5,0.070422535,29,28,30,27,0.9,5388839,1370,4649,498,19,13,,,,,,0.965517241,0.0040869,0.000254229,0.107119811,0.0027963,,,1159.139385,72.10526316,3.8,9.5,6,6,3.8,"['UDP','GQUIC','TCP','TLS','STP']","['ARP','NBNS']",regular_traffic
192,2022-04-29 15:47,73,5,0.068493151,30,26,28,25,0.892857143,5341968,1080,4582,475,18,18,,,,,,0.866666667,0.003928416,0.000202173,0.103666521,0.003928416,,,1165.85945,60,3.6,18,,,3.6,"['UDP','GQUIC','TCP','ARP','STP']",['ARP'],regular_traffic
193,2022-04-29 15:47,63,7,0.111111111,31,24,23,21,0.913043478,4903677,2640,4203,427,32,24,,,,,,0.774193548,0.007613609,0.000538372,0.101594099,0.005710207,,,1166.708779,82.5,4.571428571,10.66666667,4,4,4.571428571,"['UDP','GQUIC','TCP','ARP','STP']","['ARP','NBNS','BROWSER']",regular_traffic
194,2022-04-29 15:48,70,7,0.1,31,27,54,27,0.5,4613242,7147,4206,614,89,49,,,,,,0.870967742,0.021160247,0.001549236,0.145981931,0.011650024,,,1096.824061,80.30337079,12.71428571,44.5,20,20,12.71428571,"['UDP','GQUIC','MDNS','ARP','LLMNR']","['ARP','NBNS','BROWSER']",regular_traffic
195,2022-04-29 15:48,56,5,0.089285714,26,21,38,19,0.5,4587482,4340,4086,568,54,23,,,,,,0.807692308,0.013215859,0.000946053,0.139011258,0.005628977,,,1122.731767,80.37037037,10.8,27,31,31,10.8,"['UDP','GQUIC','MDNS','NBNS','LLMNR']","['NBNS','ARP']",regular_traffic
196,2022-04-29 15:49,79,4,0.050632911,34,32,40,31,0.775,3982450,1602,3528,400,22,14,,,,,,0.941176471,0.006235828,0.000402265,0.113378685,0.003968254,,,1128.812358,72.81818182,5.5,11,8,8,5.5,"['UDP','GQUIC','TCP','SSDP','MDNS']","['ARP','NBNS']",regular_traffic
